name,skill_download_count,skill_install_count,skill_star_count,skill_fork_count,developer,developer_is_org,developer_github_stars,domain,ambiguous_permissions,source_plat,declaration_atomic_ids,implementation_atomic_ids
latex-posters,,273.0,24807,2453,davila7,False,26056,Dom-12,T,skill.sh,"A3,G1,G2,I3,O3,Q1,Q2,Q3,Q4,R7,R8,R9,X1,X3,X8","A2,G1,G2,G5,K3,K4,Q3,Q4,X1,X3,X4"
cli-anything-inkscape,,,31931,3103,HKUDS,True,243903,Dom-12,T,skillsmp,"I3,Q1,Q2,R6,X4,X8",
gws-docs,,7763.0,25117,1284,googleworkspace,True,43886,Dom-12,T,skill.sh,R7,
review-docs,,,1169,109,FranciscoMoretti,False,1748,Dom-12,T,skillsmp,"Q1,R1,R7",
doc,,77.0,24807,2453,davila7,False,26056,Dom-12,T,skill.sh,"A7,G3,O4,Q1,Q2,R1,R7,X3,X4,X7","A7,G1,G3,Q1,R1,R10,R6,X1,X3,X7,X8"
pdf,,56.0,2781,317,davepoon,False,2817,Dom-12,T,skill.sh,"R1,R9,X4","G1,G5,K3,Q2,R1,R10,R5,R9,X1,X4,X6,X7"
presentation-slide-outliner,,29.0,1990,269,jeremylongshore,False,2092,Dom-12,T,skill.sh,"G1,X1",
draw-io-diagram-generator,,,30605,3652,github,True,665129,Dom-12,T,skillsmp,"I2,I3,I4,O4,Q1,Q2,Q3,R1,R7,R8,R9,X3,X5,X7,X8","G2,I2,O4,Q1,Q4,R1,R8,X1,X3,X7,X8"
officecli-pitch-deck,,,22294,1877,iOfficeAI,True,24963,Dom-12,T,skillsmp,"A5,I2,I3,O3,O4,Q1,Q2,Q3,R8,R9,U1,X1,X7,X8","A2,A5,G1,G2,G3,G5,I2,O4,Q3,Q4,R8,U1,X1,X8"
p-image,,77514.0,356,63,inferen-sh,True,0,Dom-12,T,skill.sh,"O3,Q1,R1,R7,R8,X1,X8",
pdf-text-replace,,5.0,819,36,instavm,True,2165,Dom-12,T,skill.sh,"G5,O3,Q1,R1,X3","R1,R5,X6"
video-editing,,257.0,162357,25224,affaan-m,False,163369,Dom-12,T,skill.sh,"I3,O3,Q1,Q2,R1,R7,S1,U1",
applying-brand-guidelines,,,41165,4556,anthropics,True,431138,Dom-12,T,skillsmp,"G2,Q1,Q3,Q4,R7,R9","G1,G2,Q2,Q3,R10,R5,R8"
markdown-converter,,585.0,249,21,intellectronica,False,3850,Dom-12,T,skill.sh,"G1,G3,Q1,R1",
markitdown,,545.0,24807,2453,davila7,False,26056,Dom-12,T,skill.sh,"A5,G1,G3,G5,I4,O3,O4,Q1,Q2,Q3,R1,R4,R7,R8,S1,W1,X1,X3,X4,X7,X8","G1,G4,G5,I4,K3,O4,Q1,Q2,Q4,R1,R10,R4,R5,R9,S1,W3,X3,X4,X6,X7,X8"
xlsx,,81.0,2781,317,davepoon,False,2817,Dom-12,T,skill.sh,"G1,O3,O4,Q1,R7,R9","O4,R1,R10,R5,R6,S7,X1,X6,X8"
freeze,,,78853,11339,garrytan,False,88771,Dom-12,T,skillsmp,"G4,R1,R6,R7,X1,X8","R1,X8"
ideogram-core-workflow-b,,21.0,1990,269,jeremylongshore,False,2092,Dom-12,T,skill.sh,"G1,R1,X1,X8",
pyopenms,,136.0,24807,2453,davila7,False,26056,Dom-1,T,skill.sh,"G1,G3,Q1,Q2,Q4,R1,R7,R8,R9,X3,X4","G1,Q2,Q4,R10,U2,X3"
langchain-core-workflow-b,,23.0,1990,269,jeremylongshore,False,2092,Dom-1,T,skill.sh,"R1,R7,X4",
statistical-significance-calculator,,26.0,1990,269,jeremylongshore,False,2092,Dom-1,T,skill.sh,"G1,X1",
retention-calculator,,24.0,1990,269,jeremylongshore,False,2092,Dom-1,T,skill.sh,"G1,X1",
clustering-algorithm-runner,,,1990,269,jeremylongshore,False,2092,Dom-1,F,skillsmp,"G1,I3,Q2",
fluidsim,,144.0,24807,2453,davila7,False,26056,Dom-1,T,skill.sh,"G1,G3,I4,Q1,Q2,Q4,R7,X4,X7","G1,Q4,R5,X4,X6,X7"
matlab,,,19021,2131,K-Dense-AI,True,23527,Dom-1,F,skillsmp,"G1,G5,I3,O3,O4,Q1,Q2,Q4,R1,R7,R9,U3,X1,X2,X4,X7,X8","A4,C2,G2,G5,K3,O4,Q1,Q2,Q4,R10,R5,W1,X1,X4,X5,X6,X8"
diffdock,,137.0,24807,2453,davila7,False,26056,Dom-1,T,skill.sh,"A5,G1,O3,Q1,Q4,R1,R7,R8,X3,X8","G1,G5,Q1,Q2,Q4,R10,R5,R9,W3,X1,X3,X4,X6,X8"
aeon,,159.0,24807,2453,davila7,False,26056,Dom-1,F,skill.sh,"A3,A4,G1,I3,O3,O4,Q1,Q2,Q4,R1,R7,R8,R9,X4","G1,G5,O4,Q4,W3,X7"
llm-patterns,,91.0,581,46,alinaqi,False,733,Dom-1,T,skill.sh,"A5,O4,Q3,Q4,R1,R8,X7",
etetoolkit,,134.0,24807,2453,davila7,False,26056,Dom-1,F,skill.sh,"A4,G1,I3,O3,O4,Q1,Q4,R1,R7,R9,X4","G1,O4,Q1,Q2,Q4,R10,R5,W3,X4"
math-olympiad,,,17437,2064,anthropics,True,431138,Dom-1,T,skillsmp,"A5,A7,I3,O3,O4,Q1,Q2,Q4,R1,R7,X1,X5","A2,G1,G2,O4,Q4,X1"
domain-name-brainstormer,,,55259,5931,ComposioHQ,True,98912,Dom-1,F,skillsmp,"G1,Q4",
lm-evaluation-harness,,,106078,15187,NousResearch,True,115167,Dom-1,F,skillsmp,"A5,A7,G1,G3,I4,O3,Q1,Q2,Q3,Q4,R1,R7,R8,X3,X4,X7,X8","A7,G1,G5,I4,Q2,Q3,Q4,S7,X1,X2,X3,X5,X8"
metric-calculator,,25.0,1990,269,jeremylongshore,False,2092,Dom-1,T,skill.sh,"G1,X1",
sympy,,,19021,2131,K-Dense-AI,True,23527,Dom-1,T,skillsmp,"G1,I3,O3,O4,Q1,Q2,Q4,R1,R7,R8,X2","G1,Q4,R10,R5,X1,X6"
manim-video,,,106078,15187,NousResearch,True,115167,Dom-1,T,skillsmp,"A4,A5,C3,G1,G2,I3,O4,Q1,Q2,R1,R7,S1,U1,X1,X4,X8","A4,C1,G1,G2,I3,K3,O4,Q2,Q4,S1,U1,U2,X1,X4,X8"
performing-regression-analysis,,23.0,1990,269,jeremylongshore,False,2092,Dom-1,F,skill.sh,"G1,R1,X1","G1,Q2,Q4,R10,R5,U2,X1,X6"
conversion-tools-automation,,,55259,5931,ComposioHQ,True,98912,Dom-1,F,skillsmp,"I4,O3,Q1,R1,R7,X7",
astropy,,,19021,2131,K-Dense-AI,True,23527,Dom-1,F,skillsmp,"A3,G1,O4,Q1,Q2,R7,R8,S4,W3,X3,X4","C1,C2,K4,Q2,Q4,R10,R5,S4,W3,X1,X3"
experiment-designer,,,12098,1590,alirezarezvani,False,14432,Dom-1,F,skillsmp,"A3,A5,G1,Q2,Q3,Q4,R7",Q3
